x-axis,1,2
second,Volt,Volt
+0.0E+00,+35.7701001167E+00,-112.9648238E-03
+500.0E-09,+35.7701001167E+00,-112.7589947E-03
+1.0000E-06,+35.7701001167E+00,-112.5531656E-03
+1.5000E-06,+35.7701001167E+00,-112.3473364E-03
+2.0000E-06,+35.7701001167E+00,-112.1415073E-03
+2.5000E-06,+35.7701001167E+00,-111.9356781E-03
+3.0000E-06,+35.7701001167E+00,-111.7298490E-03
+3.5000E-06,+35.7701001167E+00,-111.5240198E-03
+4.0000E-06,+35.7701001167E+00,-111.3181907E-03
+4.5000E-06,+35.7701001167E+00,-111.1123616E-03
+5.0000E-06,+35.7701001167E+00,-110.9065324E-03
+5.5000E-06,+35.7701001167E+00,-110.7007033E-03
+6.0000E-06,+35.7701001167E+00,-110.4948741E-03
+6.5000E-06,+35.7701001167E+00,-110.2890450E-03
+7.0000E-06,+35.7701001167E+00,-110.0832158E-03
+7.5000E-06,+35.7701001167E+00,-109.8773867E-03
+8.0000E-06,+35.7701001167E+00,-109.6715575E-03
+8.5000E-06,+35.7701001167E+00,-109.4657284E-03
+9.0000E-06,+35.7701001167E+00,-109.2598993E-03
+9.5000E-06,+35.7701001167E+00,-109.0540701E-03
+10.0000E-06,+35.7701001167E+00,-108.8482410E-03
+10.5000E-06,+35.7701001167E+00,-108.6424118E-03
+11.0000E-06,+35.7701001167E+00,-108.4365827E-03
+11.5000E-06,+35.7701001167E+00,-108.2307535E-03
+12.0000E-06,+35.7701001167E+00,-108.0249244E-03
+12.5000E-06,+35.7701001167E+00,-107.8190953E-03
+13.0000E-06,+35.7701001167E+00,-107.6132661E-03
+13.5000E-06,+35.7701001167E+00,-107.4074370E-03
+14.0000E-06,+35.7701001167E+00,-107.2016078E-03
+14.5000E-06,+35.7701001167E+00,-106.9957787E-03
+15.0000E-06,+35.7701001167E+00,-106.7899495E-03
+15.5000E-06,+35.7701001167E+00,-106.5841204E-03
+16.0000E-06,+35.7701001167E+00,-106.3782912E-03
+16.5000E-06,+35.7701001167E+00,-106.1724621E-03
+17.0000E-06,+35.7701001167E+00,-105.9666330E-03
+17.5000E-06,+35.7701001167E+00,-105.7608038E-03
+18.0000E-06,+35.7701001167E+00,-105.5549747E-03
+18.5000E-06,+35.7701001167E+00,-105.3491455E-03
+19.0000E-06,+35.7701001167E+00,-105.1433164E-03
+19.5000E-06,+35.7701001167E+00,-104.9374872E-03
+20.0000E-06,+35.8009744883E+00,-104.9246229E-03
+20.5000E-06,+35.8339071512E+00,-104.9246229E-03
